Artikelnummer;Beskrivning;Artikel ersatt av;Artikel har utgått;Cirkapris exkl.moms;Gammalt Klippo,Gardena nr;EAN kod;
506 49 89-01;FJÄDER;;0;9.6;;7391883717929;
506 49 97-01;HANDTAGSINLÄGG;;0;28.8;;7391883684672;
506 49 98-01;LOCK;;0;114.4;;7391883734124;
506 49 99-01;LOCK;;0;50.4;;7391883684689;
506 50 07-01;LINSKIVA;;0;74.4;;7391883281116;
506 50 08-02;BUSSNING;;0;74.4;;7391883281130;
506 50 09-01;LINSKIVA;;0;688.0;;7391883281147;
506 50 39-01;DISTANSHYLSA;;0;28.0;;7391883838969;
506 50 46-01;KIL,BAKAXEL;;0;25.6;;7391883281185;
506 50 48-01;BRICKA;;0;29.6;;7391883281192;
506 50 48-03;BRICKA;;0;29.6;;7391883281208;
506 50 48-05;BRICKA,20,5/30X1,5;;0;20.0;;7391883281215;
506 50 48-06;BRICKA;;0;21.6;;7391883132500;
506 50 54-01;DISTANSRING;;0;25.6;;7391883281222;
506 50 65-01;LAGERBLOCK;;0;57.6;;7391883281253;
506 50 82-01;KLAMMA GASREGLAGE;;0;6.4;;7391883281260;
506 50 92-01;DISTANSHYLSA;;0;68.8;;7391883281277;
506 50 94-01;WOODRUFFKIL;;0;24.8;;7391883281284;
506 50 99-01;AXEL,SÄTESLAGER;;0;63.2;;7391883281291;
506 51 08-01;NIPPEL;;0;87.2;;7391883281307;
506 51 57-01;BRICKA 25,1X35X1,5;;0;29.6;;7391883281314;
506 51 84-01;LAGERHUS;;0;260.0;;7391883281321;
506 51 85-01;AXEL,YTTRE KNIVAR;;0;312.8;;7391883281338;
506 51 85-02;AXEL,MITTEN KNIV;;0;312.0;;7391883281345;
506 51 87-01;DAMMSKYDD;;0;41.6;;7391883281369;
506 51 90-01;REMSKIVA SP2 SPA KPL.;;0;743.2;;7391883281376;
506 51 95-02;ARM;;0;174.4;;7391883281390;
506 51 98-01;LOCK;;0;128.0;;7391883734131;
506 52 24-01;LINHJUL;;0;67.2;;7391883281406;
506 52 33-01;BULT;;0;23.2;;7391883833841;
506 52 77-01;BUSSNING;;0;45.6;;3015272215493;
506 52 92-01;LAGERHYLSA;;0;47.2;;7391883281413;
506 53 14-01;VÄXELSPAKSFJÄDER;;0;36.8;;7391883281420;
506 53 15-01;AXEL 8MM;;0;36.0;;7391883281437;
506 53 27-01;REMHJUL;;0;436.0;;7391883281451;
506 53 31-01;DRAGFJÄDER;;0;77.6;;7391883281468;
506 53 35-01;PLATTKIL 6X6X14;;0;30.4;;7391883281499;
506 53 35-02;PLATTKIL;;0;25.6;;7391883140420;
506 53 35-03;KIL;;0;44.8;;7391883143728;
506 53 41-01;KNIVFÄSTE;;0;113.6;;7391883048245;
506 53 56-02;BROMSRETURFJÄDER;;0;36.8;;7391883281505;
506 53 56-03;FJÄDER DRAG-;;0;37.6;;7391883281512;
506 53 57-02;BROMSFJÄDER BAKRE;;0;36.8;;7391883281529;
506 53 84-04;BROMSSPÄRR KPL. GEM.;;0;385.6;;7391883214336;
506 53 85-01;SPÄRRARM;;0;79.2;;7391883281536;
506 53 86-01;FÄSTE;;0;68.8;;7391883281543;
506 53 87-04;KNOPP;;0;16.8;;7391883281550;
506 53 88-01;AXEL;;0;32.8;;7391883281567;
506 53 89-01;FJÄDER,BROMSSPÄRR;;0;24.8;;7391883281574;
506 53 94-04;AXEL;;0;151.2;;7393080347367;
506 54 13-01;HANDTAGSHALVA HÖ. (HVA);;0;48.8;;3015272216599;
506 54 25-01;RETURFJÄDER KOPPLHÄVARM;;0;45.6;;7391883281611;
506 54 25-02;FJÄDER;;0;33.6;;7391883137116;
506 54 63-01;SPAK GASREGLAGE;;0;76.8;;7391883281635;
506 54 64-01;BUSSNING GASREGLAGE;;0;42.4;;7391883281642;
506 54 66-01;GASVAJER R850/970 T.O.M.-92;;0;320.0;;7391883281659;
506 54 66-02;GASVAJER R850/970 FR.M.-93;;0;187.2;;7391883281666;
506 54 67-02;FÄSTE STÖTFÅNGARE;;0;82.4;;3015272214014;
506 54 69-01;SPÄRRHANDTAG,STÖTFÅNG.;;0;168.8;;7391883837207;
506 54 84-01;STOLFJÄDER;;0;236.0;;3015272214243;
506 55 06-01;ISOLERPLUGG;;0;27.2;;7391883281673;
506 55 07-01;ISOLERBRICKA;;0;30.4;;7391883281680;
506 55 08-08;STARTKABEL (BATTERI/MOTOR);;0;180.8;;7391883281727;
506 55 08-10;KABEL BATTERI- SVART;;0;148.8;;7391883281741;
506 55 36-01;KNOPP, MOTORKÅPA;;0;44.0;;7391883281758;
506 55 44-01;BRICKA 16.5/25X1.5;;0;21.6;;3015272221135;
506 55 46-01;KEDJA;;0;156.0;;7391883281772;
506 55 46-02;KEDJA;;0;105.6;;7392930152557;
506 55 46-05;KEDJA;;0;395.2;;7391883281789;
506 55 46-06;RULLKEDJA;;0;312.0;;7392930206205;
506 55 46-07;KEDJA 1/2X4.88-87;;0;385.6;;7391883281796;
506 55 46-08;KEDJA;;0;414.4;;7391883281802;
506 55 46-09;KEDJA;;0;396.0;;7391883147535;
506 55 46-10;KEDJA;;0;172.0;;7391883188040;
506 55 46-11;KEDJA;;0;323.2;;7391883188330;
506 55 46-12;KEDJA;;0;177.6;;7391883538029;
506 55 46-13;KEDJA;;0;136.0;;7393080353665;
506 55 46-14;KEDJA;;0;265.6;;7391736147408;
506 55 46-15;KEDJA;;0;458.4;;7391736226004;
506 55 47-01;RAK KOPPL.LÄNK;;0;36.8;;7391883281819;
506 55 49-06;HJUL;;0;1464.0;;7392930064416;
506 55 50-01;DÄCK (16"X6.5"-8) TRELLEBORG;;0;676.0;;7391883281888;
506 55 51-01;GLIDLAGER, FRAMFÄLG;;0;180.8;;7391883281895;
506 55 59-01;KIL,6.3X6.3X50 MOTORAXEL;;0;32.8;;7391883281901;
506 55 59-02;KIL;;0;26.4;;7391883537817;
506 55 59-03;KIL;;0;18.4;;7391883621790;
506 55 60-02;SKRUV, INSEX, 7/16-20 UNFX38;;0;48.8;;7391883281918;
506 55 60-05;BULT UNF 7/16" X 5";;0;92.8;;7391736279543;
506 55 62-01;SÄTE;;0;1664.0;;7391883281925;
506 55 62-02;SÄTE (SVART);;0;727.2;;7391883281932;
506 55 63-01;SKRUV UC6S 5/16Ä;;0;23.2;;7391883281949;
506 55 63-02;SKRUV;;0;20.0;;7391883761694;
506 55 78-01;SKRUV U6S-UNF 1/4X28;;0;16.0;;7391883281970;
506 55 83-02;SKRUV M6SF 8X16 TT/F;;0;23.2;;7391883281987;
506 55 86-01;RELÄ;;0;288.0;;7391883109908;
506 55 97-01;GUMMIBRICKA 5/20X3;;0;18.4;;7391883282007;
506 56 25-01;HANDTAG,GASREGLAGE;;0;55.2;;7391883282014;
506 56 38-01;SPÄNNRULLE;;0;174.4;;7391883282021;
506 56 53-01;BUSSNING;;0;42.4;;7391883282038;
506 56 56-01;SÄTESBRYTARE KPL.;;0;188.0;;7391883282052;
506 56 65-01;KLAMMA,VXL-KABEL;;0;5.6;;7391883282069;
506 56 76-01;INSEX-NYCKEL, 5/16"  8MM;;0;220.0;;7391883837757;
506 57 00-01;AVDRAGARE,KPL (HJUL-);;0;519.2;;7391883081686;
506 57 01-03;SKRUV M6MF 8X16 FZ;;0;32.0;;7391883282076;
506 57 01-04;SKRUV M6MF 8X20 FZ;;0;32.0;;7391883282083;
506 57 01-05;SKRUV M6MF 8X25 FZ;;0;40.0;;7391883282090;
506 57 01-06;SKRUV;;0;40.8;;7391883282106;
506 57 01-07;SKRUV EHHFM;;0;43.2;;7391883147191;
506 57 01-08;SKRUV EHHFM;;0;12.0;;7391883596296;
506 57 03-01;HÅRNÅLSFJÄD.STÖTFÅNG;;0;45.6;;3015272219965;
506 57 43-01;SLANGNIPPEL;;0;38.4;;7391883282113;
506 57 59-01;AXELTAPP;;0;272.0;;7391883282151;
506 57 64-01;KABELHÅLLARE KPL.;;0;36.0;;7391883282182;
506 57 64-02;KABELHÅLLARE;;0;35.2;;7391883515495;
506 58 45-01;DEKAL F,D,A,CH,SF.PARKBROMS;;0;19.2;;7391883282199;
506 58 47-01;O-RING;;0;24.8;;3015272218463;
506 58 52-01;MOTORREMSKIVA KPL.;;0;707.2;;7391883282205;
506 58 82-01;ANSLUTNINGSRÖR;;0;299.2;;7391883282212;
506 59 11-01;SPAKHALVA HÖGER;;0;302.4;;7391883838808;
506 59 14-01;MANÖVERKNAPP;;0;65.6;;7391883835128;
506 59 15-01;MANÖVERARM;;0;52.0;;7391883836316;
506 59 16-01;SPÄRRKNAPP;;0;44.0;;7391883835388;
506 59 20-01;RATT KPL.;;0;672.8;;7391883282250;
506 59 20-03;RATT (JONSERED);;0;672.8;;7391883282267;
506 59 48-01;KYLLUFTLEDARE;;0;159.2;;3015272217404;
506 59 62-01;HJULDISTANS;;0;58.4;;7391883282311;
506 59 62-02;DISTANS;;0;64.0;;7391883282328;
506 59 62-03;DISTANSHYLSA;;0;86.4;;7391883282335;
506 59 62-09;DISTANSHYLSA;;0;64.0;;7391883498118;
506 59 62-10;DISTANSHYLSA;;0;100.8;;7391883515181;
506 59 62-14;DISTANS;;0;56.8;;7393089054631;
506 59 70-01;REMSTYRNING,FRÄMRE;;0;92.8;;7391883282342;
506 59 74-01;ANSATSSKRUV;;0;40.0;;7391883282359;
506 59 74-03;ANSATSSKRUV;;0;29.6;;7393080591395;
506 59 75-01;BRICKA;;0;29.6;;7391883282366;
506 59 93-01;LÄNK;;0;36.0;;7391883282373;
506 59 95-01;KNAPP;;0;44.8;;7391883282380;
506 59 96-01;GUMMISTROPP;;0;64.8;;7391883282397;
506 59 96-02;GUMMISTROPP;;0;105.6;;7391883282403;
506 60 61-01;DÖDMANSGREPP;;0;122.4;;7391883667477;
506 60 63-01;STÖTFÅNGARE;;0;200.8;;7391883667484;
506 60 77-02;LUFTLEDARE;;0;108.8;;7393089172410;
506 60 93-01;BULT;;0;6.8;;7391883282465;
506 60 94-01;BULT;;0;12.8;;7391883282472;
506 60 95-01;BULT;;0;20.0;;7391883282489;
506 60 96-01;SCREW;;0;6.8;;7391883282496;
506 60 99-01;RING;;0;7.6;;7391883282526;
506 61 01-01;LAGER;;0;55.2;;7391883282533;
506 61 03-01;LAGER;;0;56.0;;7391883282540;
506 61 16-01;ARM;;0;44.8;;7391883282656;
506 61 18-01;ÖVERFALL;;0;10.4;;7391883282670;
506 61 19-01;FJÄDER;;0;22.4;;7391883282687;
506 61 20-01;FJÄDER;;0;22.4;;7391883282694;
506 61 23-01;SCREW;;0;9.6;;7391883282724;
506 61 29-01;SEAL;;0;22.4;;7391883282786;
506 61 30-01;SCREW;;0;14.4;;7391883282793;
506 61 38-01;BRICKA;;0;15.2;;7391883282878;
506 61 40-01;SCREW;;0;7.6;;7391883282885;
506 61 41-01;MEDBRINGARHAKE;;0;41.6;;7391883282892;
506 61 42-01;BRICKA;;0;16.8;;7391883282908;
506 61 43-01;SCREW;;0;14.4;;7391883282915;
506 61 44-01;WASHER 5x10x10;;0;15.2;;7391883282922;
506 61 47-01;KNOPP;;0;48.8;;7391883282953;
506 61 50-01;SPANNER.8X10;;0;25.6;;7391883282977;
506 61 55-01;PACKNINGSSATS;;0;356.0;;7391883283028;
506 61 56-01;ARRESTER;;0;44.8;;7391883283035;
506 61 59-01;GENOMFÖRING;;0;26.4;;7391883283066;
506 61 79-01;BULT;;0;14.4;;7391883283202;
506 61 80-01;BULT;;0;14.4;;7391883283219;
506 61 81-01;RING;;0;47.2;;7391883283226;
506 61 82-01;RIGGRÖR;;0;14.4;;7391883283233;
506 61 84-01;TOOL SET;;0;144.0;;7391883283240;
506 61 95-01;TRUMMA;;0;224.0;;7391883283257;
506 62 02-01;BUSSNING;;0;294.4;;7391883283288;
506 62 04-01;LAGERHÅLLARE;;0;164.8;;7391883283295;
506 62 05-01;AXEL;;0;856.0;;7391883283301;
506 62 06-01;BORSTSTÖD,DUBBELT;;0;65.6;;7391883283318;
506 62 07-01;BORSTSTÖD,ENKELT;;0;78.4;;7391883283325;
506 62 10-01;HÖJDREGLAG FÄSTE;;0;181.6;;7391883835395;
506 62 12-01;DRAGSTÅNGS FÄSTE;;0;472.0;;7391883283349;
506 62 15-01;RAMJÄRN (GRÄSUPPSAMLARE);;0;379.2;;7391883283363;
506 62 17-01;DREV;;0;600.0;;7391883283370;
506 62 18-01;SKYDD;;0;130.4;;7391883283387;
506 62 19-01;SPÄRR (KANTIG);;0;56.0;;7391883283394;
506 62 22-01;STÄNKSKYDD;;0;264.0;;7391883283400;
506 62 23-01;LÅSRING;;0;9.6;;7391883283417;
506 62 24-01;LÅSRING;;0;8.8;;7391883283424;
506 62 27-01;KEDJESTRÄCKARE;;0;197.6;;7391883283448;
506 62 30-01;NAVKAPSEL;;0;67.2;;7391883283462;
506 62 31-01;LÅSRING 1/2Ä;;0;9.6;;7391883283479;
506 62 32-01;RULLKEDJA 3/8;;0;175.2;;7391883283486;
506 62 33-01;BULT, 3/8-24X3 1/4;;0;53.6;;7391883283493;
506 62 35-01;SPÄRRDREV, VÄ.;;0;364.0;;7391883283509;
506 62 36-01;BRICKA, 13X25X0.5MM (SPECIAL);;0;20.0;;7391883283516;
506 62 38-01;ÖVRE BESLAG HÖGER;;0;291.2;;7391883283530;
506 62 39-01;ÖVRE BESLAG,VÄNSTER;;0;291.2;;7391883283547;
506 62 40-01;GRÄSBEHÅLLARE;;0;2400.0;;7391883283554;
506 62 41-01;NÄT;;0;204.0;;7391883283561;
506 62 42-01;NEDRE BESLAG,HÖGER;;0;308.0;;7391883283578;
506 62 43-01;UNDRE RÖRSTAG VÄNSTER;;0;215.2;;7391883283585;
506 62 44-01;STÖDJÄRN;;0;82.4;;7391883283592;
506 62 54-01;BUSSNING METALL;;0;125.6;;7391883283639;
506 62 56-01;DRAGSPRINT;;0;215.2;;7391883283646;
506 62 60-01;VRED;;0;57.6;;7391883283660;
506 62 64-01;HANDTAG;;0;220.0;;7391883283691;
506 62 65-01;DISTANSHYLSA;;0;65.6;;7391883283707;
506 62 66-01;DISTANSHYLSA;;0;25.6;;7391883283714;
506 62 67-01;MONTERINGSKLAMMER;;0;227.2;;7391883283721;
506 62 68-01;HÅLLARE;;0;184.0;;7391883283738;
506 62 69-01;PLÅT;;0;28.0;;7391883283745;
506 62 72-01;VÄXEL;;0;198.4;;7391883283752;
506 62 76-01;DISTANS;;0;49.6;;7391883283776;
506 62 78-01;BLADE.LOWER;;0;755.2;;7391883283790;
506 62 79-01;BLADE.UPPER;;0;755.2;;7391883283806;
506 62 80-01;BLADE ASSY;;0;2544.0;;7391883283813;
506 62 81-01;BLADE. LOWER;;0;1088.0;;7391883283820;
506 62 82-01;BLADE. UPPER;;0;1088.0;;7391883283837;
506 62 85-01;COVER;;0;180.0;;7391883283868;
506 62 91-01;HANDLE-R COMP.;;0;272.8;;7391883283875;
532 44 76-88;DEKAL;;0;17.6;;7393080351630;
532 44 77-59;HATT;;0;139.2;;7393080821102;
532 44 78-29;AXEL;;0;320.0;;7393080304247;
532 44 78-74;DEKAL;;0;18.4;;7393080351548;
532 44 79-92;KÅPA;;0;201.6;;7393089153075;
532 44 80-33;KLIPPAGGREGAT;;0;1952.0;;7392930144163;
532 44 80-37;KABLAGE;;0;740.8;;7393080517074;
532 44 80-42;HUV;;0;1616.0;;7393080821195;
532 44 80-91;STÖTFÅNGARE;;0;375.2;;7393080437693;
532 44 81-32;KNIVVÄXEL SATS;;0;1040.0;;7393089302343;
532 44 81-34;DEKAL;;0;25.6;;7393080358226;
532 44 81-76;KONSOL;;0;279.2;;7393080305343;
532 44 81-83;REM;;0;248.0;;7393080429834;
532 44 82-04;KÅPA;;0;266.4;;7393080302991;
532 44 82-46;DEKAL;;0;27.2;;7393080358356;
532 44 82-54;DYNA;;0;83.2;;7393080468444;
532 44 82-75;REGLAGE;;0;468.8;;7393080421272;
532 44 83-48;AXEL;;0;9000.0;;7391883957967;
532 44 83-53;AXEL;;0;502.4;;7393080468451;
532 44 83-54;TRANSAXLE(K46AW);;0;6864.0;;7391883957950;
532 44 85-00;LÄNK;;0;61.6;;7393080468468;
532 44 85-37;DEKAL;;0;27.2;;7393080421876;
532 44 85-46;KLIPPKÅPA;;0;1768.0;;7393080347336;
532 44 85-48;DEKAL;;0;40.0;;7393080414342;
532 44 85-62;SLANG;;0;60.0;;7393080380029;
532 44 85-96;FÄSTE;;0;68.8;;7393080501677;
532 44 86-32;SKYDD;;0;459.2;;7393080351623;
532 44 86-34;PINNE;;0;22.4;;7393080410283;
532 44 86-43;KONSOL;;0;333.6;;7393080351586;
532 44 86-44;KLIPPKÅPA;;0;2496.0;;7393080351999;
532 70 02-63;HJUL;;0;296.0;;7391736086455;
532 70 02-79;LÅSCLIP;;0;4.4;;7391883399231;
532 70 03-25;FÄSTE;;0;73.6;;7391883958353;
532 70 04-17;GASREGLAGE KPL JET55S;;0;183.2;;7391883031858;
532 70 06-44;GASREGLAGE;;0;180.8;;7391883399316;
532 70 08-92;KABEL;;0;200.0;;7391883399347;
532 70 10-37;KNOPP;;0;38.4;;7391883399354;
532 75 00-29;SKRUV;;0;18.4;;7391883399477;
532 75 05-50;HJUL;;0;316.0;;7391883399569;
532 75 06-34;SKRUV;;0;9.6;;7391883399576;
532 75 10-68;LAGER;;0;56.8;;7392930078413;
532 75 11-53;MUTTER;;0;17.6;;7391736973892;
532 75 19-92;LAGER;;0;52.0;;7391883399897;
532 75 20-35;DRIVREM;;0;176.0;;7392930010116;
532 75 20-63;HJUL;;0;339.2;;7391883958360;
532 80 15-42;SKYDD;;0;256.0;;7391883400029;
532 85 00-53;REM;;0;384.8;;7391883400067;
532 85 03-73;KÅPA;;0;37.6;;;
532 85 07-33;PLÅT;;0;40.0;;7392930147690;
532 85 08-48;KIL;;0;36.8;;7391883400135;
532 85 08-57;SKRUV, KNIV 3/8-24X1 1/4 UNF;;0;40.8;;7391883400142;
532 85 09-99;BULT;;0;44.0;;7391883400197;
532 85 10-74;BRICKA;;0;31.2;;7391883400227;
532 85 10-84;SKRUV;;0;16.8;;7391883400234;
532 85 12-26;BRICKA;;0;26.4;;7391736086912;
532 85 14-63;GASREGLAGE;;0;173.6;;7391883400326;
532 85 15-14;KNIVFÄSTE USA 22MM;;0;181.6;;7392930010048;
532 85 16-59;STÅNG;;0;128.8;;7391883956397;
532 85 16-69;VAJER;;0;185.6;;7391883400340;
532 85 16-71;KABEL KPL;;0;131.2;;7391883400357;
532 85 16-72;VAJER;;0;157.6;;7391883400364;
533 00 35-26;REM;;0;214.4;;7391883400524;
533 00 40-52;KABEL;;0;432.8;;7391883400555;
533 00 84-17;FJÄDER;;0;507.2;;7391883400586;
533 00 86-84;KNIV, RIDER 820/8;;0;212.8;;7391883048351;
533 00 95-24;BRYTPINNE (5HK 8/25T);;0;43.2;;7391883400609;
533 01 23-19;SKRUV, 3/8-24 (M. ANSATS);;0;50.4;;7391883835562;
533 01 25-01;TANKLOCK;;0;210.4;;7391883400654;
533 02 20-53;LÅSRING;;0;10.4;;3015272217930;
533 04 02-23;REMSPÄNNARE;;0;153.6;;7391883400692;
533 04 80-44;REM;;0;1008.0;;7391883400760;
533 05 12-76;LEDSKENA;;0;72.0;;7391736087261;
533 05 14-05;DREV;;0;431.2;;7391736087278;
533 05 37-04;FJÄDER;;0;36.8;;3015272220077;
533 05 38-30;FRIKTIONSHJUL;;0;392.0;;7391883400869;
533 05 69-07;FJÄDERHUV;;0;60.0;;7391883400951;
533 07 38-01;PINNE;;0;24.0;;7391883401095;
533 07 38-26;LÅSMUTTER;;0;12.8;;7391883401118;
533 12 03-82;LÅSBRICKA 3/8";;0;21.6;;7391883835302;
533 15 55-13;BRICKA;;0;18.4;;3015272219798;
533 15 55-28;SKRAPBLAD;;0;547.2;;7391883839225;
533 15 56-74;STÅNG;;0;89.6;;7391883834145;
533 30 05-75;REM;;0;225.6;;7391883401446;
533 30 07-47;KILREM;;0;342.4;;7391883401460;
533 30 24-98;LAGER;;0;65.6;;7391883401606;
533 30 25-88;BULT (M. ANSATS);;0;40.8;;3015272217770;
533 30 30-31;REMSKIVA;;0;290.4;;7391883401712;
533 30 31-09;REMSKIVA;;0;505.6;;7391883401736;
533 30 32-27;VAJER;;0;219.2;;7391883401750;
533 30 32-41;REM;;0;442.4;;7391883401767;
533 30 41-16;TAPP;;0;61.6;;7391883401804;
533 30 57-20;STRÖMBRYTARE;;0;649.6;;7391883401996;
533 30 66-69;KLÄMMA;;0;13.6;;3015272218890;
533 30 90-67;KNIV;;0;315.2;;7391883402238;
533 30 91-75;REM;;0;264.0;;7391883402252;
533 31 02-75;REM;;0;391.2;;7391883402429;
533 31 03-26;REMSKIVA;;0;320.0;;7391883402450;
533 31 27-01;KLIPS;;0;19.2;;7391883839775;
533 31 33-16;KNIV;;0;274.4;;7391883402658;
533 31 34-71;FJÄDER;;0;28.8;;7391736087582;
533 31 44-16;BUSSNING;;0;346.4;;7391883402887;
533 32 58-90;REM;;0;172.8;;7391883403549;
533 33 37-21;REM;;0;235.2;;7391883403822;
533 33 41-63;LAGER;;0;59.2;;7391736087766;
533 33 72-27;RING UTKASTARRING;;0;248.0;;7391883403914;
533 33 90-17;FJÄDER;;0;27.2;;7391883403969;
533 57 70-15;BULT;;0;32.0;;7391883404218;
533 57 80-60;STIFT;;0;44.0;;7391736087964;
533 57 80-63;HUS;;0;84.8;;7391736087971;
533 57 98-56;KABEL;;0;115.2;;7391883404331;
533 57 99-32;REM (5HK,8HK,10HK);;0;176.0;;7391883404379;
533 58 07-81;LAGER;;0;62.4;;7391883404430;
533 58 15-40;MELLANLÄGG;;0;356.8;;7391883404454;
533 58 30-17;AXEL;;0;1088.0;;7391883404515;
533 58 51-93;KRAGE;;0;428.8;;7391736088329;
533 58 51-95;FÄSTE;;0;57.6;;7391736088336;
533 58 51-96;SNÄCKA;;0;150.4;;7391736088343;
533 58 54-16;FLÄKTREM (8HK);;0;255.2;;7391883404638;
533 58 57-81;BULT;;0;42.4;;7391736088534;
533 58 62-80;BULT;;0;35.2;;7391736088572;
533 76 11-53;VAJER;;0;325.6;;7391883404973;
533 76 11-77;WIRE;;0;254.4;;7391883404997;
533 76 17-89;KUGGDREV;;0;747.2;;7391736088817;
534 00 07-09;MUTTER;;0;11.2;;7393080821591;
534 00 07-21;BRICKA;;0;6.8;;7393080821614;
534 00 08-30;GRAISSEUR DROIT H10 8X125;;0;19.2;;7393080821621;
534 00 08-50;SKRUV;;0;3.6;;7393080821638;
534 00 08-78;BRICKA;;0;6.8;;7393080821669;
534 00 09-92;MUTTER;;0;17.6;;7393080821690;
534 00 12-86;RONDELLE PLATE 12,5X27X2,5 Z;;0;8.8;;7393080821713;
534 00 12-90;GOUPILLE MECANINDUS 3 X 20;;0;3.2;;7393080821720;
534 00 13-59;GALET GORGE PLATE;;0;300.8;;7393080821751;
534 00 15-40;CLIPS;;0;53.6;;7393080821768;
534 00 16-01;KOPPLINGSFJÄDER;;0;42.4;;7393080821782;
534 00 19-28;CHAPE ROUE GAUCHE;;0;596.0;;7393080821829;
534 00 19-91;SKRUV;;0;14.4;;7393080821843;
534 00 19-93;BOULE PLASTIQUE NOIRE;;0;73.6;;7393080821867;
534 00 20-06;RESSORT FREIN DE LAME;;0;108.8;;7393080821881;
534 00 20-14;BRICKA;;0;4.8;;7393080821898;
534 00 20-33;BUTEE D'ENTRAINEMENT DE ROUE;;0;229.6;;7393080821904;
534 00 20-39;RESSORT EMBRAYAGE DE LAME;;0;115.2;;7393080821911;
534 00 20-86;COURROIE D'AVANCEMENT;;0;220.8;;7393080821959;
534 00 22-09;SKRUV;;0;8.8;;7393080696847;
534 00 24-18;RESSORT VERROU EMB.MANCHERON;;0;53.6;;7393080821997;
534 00 29-52;SKRUV;;0;2.8;;7393080822079;
534 00 30-63;ROUE COMPLETE DROITE;;0;1824.0;;7393080822130;
534 00 33-96;SKRUV;;0;18.4;;7393080822161;
534 00 37-74;MUTTER;;0;28.8;;7393080822215;
534 00 42-45;SKRUV;;0;2.0;;7393080822246;
534 00 43-65;KOPPLINGSFJÄDER;;0;56.0;;7393080822291;
534 00 43-83;PALIER DE LAME;;0;1720.0;;7393080822314;
534 00 45-26;CLAVETTE 4.76X37;;0;17.6;;7393080822352;
534 00 45-44;SKRUV;;0;10.4;;7393080822376;
534 00 45-63;CABLE DE GAZ;;0;160.0;;7393080822406;
534 00 46-11;DEKAL;;0;36.0;;7393080696861;
534 00 46-27;SKRUV;;0;14.4;;7393080822437;
534 00 47-50;EJECTEUR;;0;692.0;;7393080822482;
534 00 47-84;GOUPILLE ROULEE 8X60 HBK;;0;36.0;;7393080822505;
534 00 48-22;MUTTER;;0;32.8;;7393080822536;
534 00 49-86;GALET D'EMBRAYAGE;;0;748.0;;7393080822642;
534 00 60-14;POULIE ENTREE DE BOITE V.;;0;1128.0;;7393080822673;
534 00 60-35;POIGNEE "HOMME-MORT";;0;594.4;;7393080822710;
534 00 60-75;COURROIE DE LAME;;0;352.0;;7393080822789;
534 00 60-84;INDEXAGE SELECTEUR B.V 5;;0;832.0;;7393080822796;
534 00 61-51;MUTTER;;0;32.8;;7393080822857;
534 00 62-06;ROUE AVANT;;0;445.6;;7393080822871;
534 00 63-90;RETURFJÄDER;;0;39.2;;7393080822895;
534 00 64-27;CARTER DE CHAINE;;0;368.8;;7393080822949;
534 00 64-31;AXEL;;0;1608.0;;7393080822956;
534 00 64-32;KEDJA;;0;540.8;;7393080822963;
534 00 64-55;DREV;;0;230.4;;7393080822970;
534 00 65-53;CABLE DE GAZ;;0;178.4;;7393080822994;
534 00 65-79;POIGNEE+CABLE D'EMBRAYAGE;;0;388.0;;7393080823014;
534 00 67-08;KABEL;;0;144.0;;7393080823106;
534 00 67-67;ENSEMBLE GARNITURE DE FREIN;;0;397.6;;7393080823229;
534 00 67-80;BANDEAU KIT TONDEUSE;;0;448.0;;7393080823243;
534 00 67-93;KNIFE;;0;310.4;;7393080823274;
534 00 69-26;DISQUE 45 DENTS;;0;1272.0;;7393080823342;
534 00 69-34;PALIER DE ROUE;;0;481.6;;7393080823359;
534 00 69-36;KEDJA;;0;698.4;;7393080823373;
534 00 69-38;ROUE AVANT;;0;458.4;;7393080823397;
534 00 69-40;COURROIE DE LAME;;0;537.6;;7393080823410;
534 00 69-41;GOUPILLE ROULEE;;0;81.6;;7393080823427;
534 00 69-43;SKRUV;;0;6.4;;7393080823441;
534 00 69-57;CHAPE DE ROUE AV.DROITE;;0;694.4;;7393080823526;
534 00 69-61;CHAPE DE ROUE AV.GAUCHE;;0;687.2;;7393080823533;
534 00 69-70;AXE DE ROUE AVANT;;0;182.4;;7393080823557;
534 00 69-71;AXE EPAULE BLOCAGE ROUE AVANT;;0;208.8;;7393080823564;
534 00 69-89;AXE DE REGLAGE HAUTEUR;;0;481.6;;7393080823625;
534 00 70-12;KNIVHÅLLARE;;0;1208.0;;7393080823755;
534 00 70-14;LAGER;;0;238.4;;7393080823779;
534 00 70-20;HÄVARM;;0;441.6;;7393080823793;
534 00 87-10;TRINGLE EMBRAYAGE DE LAME;;0;392.8;;7393080824028;
534 00 87-31;CABLE EMBRAYAGE D'AVANCEMENT;;0;222.4;;7393080824110;
534 00 87-32;CABLE EMBRAYAGE DE LAME;;0;222.4;;7393080824127;
534 00 87-33;CABLE COMMANDE DE GAZ;;0;135.2;;7393080824134;
534 00 87-49;LAME;;0;409.6;;7393080824202;
534 00 87-50;EJECTEUR SOUDE;;0;392.8;;7393080824219;
534 00 87-56;BANDEAU KIT TONDEUSE;;0;773.6;;7393080824240;
534 00 87-90;COURROIE D'AVANCEMENT;;0;364.0;;7393080824363;
534 00 87-98;EMBOUT DE GAINE POUR CABLE;;0;86.4;;7393080824394;
